visitId,visitNumber,date,visits,hits,pageviews,timeOnSite,bounces,transactions,transactionRevenue,newVisits,screenviews,uniqueScreenviews,timeOnScreen,totalTransactionRevenue,isMobile,hitNumber,time,hour,minute,transactionRevenue_1,productName,productCategory,userId,clientId,TimeSpeantEachPage
1470061475,54,40321602,2,68,54.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62,1684239,14,76,0.0,0.0,0.0,0.0,0.0,1358614.0
1470061745,2,20160801,1,20,15.0,214.0,0.0,1.0,127800000.0,0.0,0.0,0.0,0.0,132800000.0,0,6,47174,7,29,0.0,0.0,0.0,0.0,0.0,7600.0
1470062380,32,161286408,8,472,328.0,4696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,241,1737268,56,342,0.0,0.0,0.0,0.0,0.0,103293.0
1470062763,2,40321602,2,38,32.0,432.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,24,268904,14,96,0.0,0.0,0.0,0.0,0.0,14257.0
1470063026,12,60482403,3,42,36.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,65590,21,150,0.0,0.0,0.0,0.0,0.0,10893.0
1470063041,6,120964806,6,204,144.0,1704.0,0.0,6.0,140880000.0,6.0,0.0,0.0,0.0,176880000.0,0,108,621993,42,312,0.0,0.0,0.0,0.0,0.0,62060.0
1470063140,11,20160801,1,8,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,24785,7,52,0.0,0.0,0.0,0.0,0.0,5257.0
1470063535,1,20160801,1,13,9.0,275.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,11,240656,8,2,0.0,0.0,0.0,0.0,0.0,16215.0
1470063685,16,161286408,8,272,208.0,3648.0,0.0,8.0,319680000.0,0.0,0.0,0.0,0.0,367680000.0,0,111,393218,64,13,0.0,0.0,0.0,0.0,0.0,69191.0
1470063699,1,20160801,1,20,16.0,344.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,15,197457,8,4,0.0,0.0,0.0,0.0,0.0,12841.0
1470063976,2,20160801,1,64,64.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62,1955734,8,38,0.0,0.0,0.0,0.0,0.0,4870.0
1470064031,4,20160801,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,8,7,0.0,0.0,0.0,0.0,0.0,0.0
1470064251,15,100804005,5,170,110.0,1660.0,0.0,5.0,11056900000.0,0.0,0.0,0.0,0.0,11066900000.0,0,95,456134,40,60,0.0,0.0,0.0,0.0,0.0,38417.0
1470064297,4,80643204,4,148,124.0,3244.0,0.0,4.0,247600000.0,4.0,0.0,0.0,0.0,267600000.0,0,66,902477,32,60,0.0,0.0,0.0,0.0,0.0,32710.0
1470064444,1,20160801,1,25,17.0,483.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,15,278651,8,18,0.0,0.0,0.0,0.0,0.0,13424.0
1470064446,60,100804005,5,125,95.0,1720.0,0.0,5.0,183900000.0,0.0,0.0,0.0,0.0,188900000.0,0,67,613644,40,78,0.0,0.0,0.0,0.0,0.0,66621.0
1470065141,3,60482403,3,63,51.0,1371.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,59,1322341,24,98,0.0,0.0,0.0,0.0,0.0,470150.0
1470066153,69,463698423,23,2921,2116.0,62284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1835,39638771,200,666,0.0,0.0,0.0,0.0,0.0,3085175.0
1470067683,13,262090413,13,1196,780.0,14417.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,808,9456189,117,255,0.0,0.0,0.0,0.0,0.0,1231915.0
1470067747,2,40321602,2,24,18.0,610.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,17,555007,18,26,0.0,0.0,0.0,0.0,0.0,26202.0
1470067827,4,80643204,4,784,532.0,4468.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4,664,3974052,36,106,0.0,0.0,0.0,0.0,0.0,1206728.0
1470068662,2,40321602,2,52,42.0,1646.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,30,309513,18,53,0.0,0.0,0.0,0.0,0.0,20392.0
1470068668,1,20160801,1,4,4.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4,60941,9,25,0.0,0.0,0.0,0.0,0.0,60941.0
1470068872,10,100804005,5,175,130.0,2690.0,0.0,5.0,79650000.0,0.0,0.0,0.0,0.0,99650000.0,0,92,1051587,45,155,0.0,0.0,0.0,0.0,0.0,119820.0
1470069133,6,120964806,6,132,90.0,1104.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,63,251543,54,194,0.0,0.0,0.0,0.0,0.0,20836.0
1470069291,4,20160801,1,13,11.0,440.0,0.0,1.0,13590000.0,0.0,0.0,0.0,0.0,22590000.0,0,6,52629,9,35,0.0,0.0,0.0,0.0,0.0,16418.0
1470069330,1,20160801,1,8,6.0,132.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,7,113185,9,37,0.0,0.0,0.0,0.0,0.0,18489.0
1470069876,1,20160801,1,9,7.0,254.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,6,148763,9,47,0.0,0.0,0.0,0.0,0.0,15303.0
1470069998,12,40321602,2,26,22.0,3194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,2192946,19,69,0.0,0.0,0.0,0.0,0.0,2590304.0
1470070112,32,80643204,4,452,216.0,5696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65,293216,36,196,0.0,0.0,0.0,0.0,0.0,28097.0
1470070368,88,443537622,22,3564,1210.0,55814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1695,21301804,209,846,0.0,0.0,0.0,0.0,0.0,3032628.0
1470070474,3,20160801,1,7,7.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,648303,10,5,0.0,0.0,0.0,0.0,0.0,21602.0
1470070623,20,80643204,4,48,32.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,513467,37,175,0.0,0.0,0.0,0.0,0.0,491526.0
1470070643,2,20160801,1,2,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,9,57,0.0,0.0,0.0,0.0,0.0,5131.0
1470071041,45,181447209,9,621,441.0,16695.0,0.0,9.0,952200000.0,0.0,0.0,0.0,0.0,979200000.0,0,299,5185418,90,118,0.0,0.0,0.0,0.0,0.0,104560.0
1470071293,18,120964806,6,168,132.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113,821046,60,61,0.0,0.0,0.0,0.0,0.0,64456.0
1470071468,1,20160801,1,9,7.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,70071,10,12,0.0,0.0,0.0,0.0,0.0,43912.0
1470071570,1,20160801,1,12,9.0,535.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,11,510365,10,21,0.0,0.0,0.0,0.0,0.0,24312.0
1470072632,20,201608010,10,480,310.0,13520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,321,7515093,100,426,0.0,0.0,0.0,0.0,0.0,201537.0
1470072714,2,40321602,2,24,20.0,2740.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,17,2497653,20,104,0.0,0.0,0.0,0.0,0.0,78193.0
1470073342,64,80643204,4,72,64.0,4644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,3780518,40,231,0.0,0.0,0.0,0.0,0.0,125442.0
1470073717,1,20160801,1,10,7.0,279.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,10,279102,10,53,0.0,0.0,0.0,0.0,0.0,279102.0
1470074045,2,40321602,2,66,26.0,258.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,25,134433,20,109,0.0,0.0,0.0,0.0,0.0,6601.0
1470074215,14,141125607,7,413,280.0,3885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,310,3263332,77,30,0.0,0.0,0.0,0.0,0.0,46965.0
1470074351,1,20160801,1,2,2.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,42289,10,59,0.0,0.0,0.0,0.0,0.0,42289.0
1470074950,2,20160801,1,6,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,37570,11,9,0.0,0.0,0.0,0.0,0.0,37570.0
1470075581,28,141125607,7,189,133.0,2597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,153,2099738,77,168,0.0,0.0,0.0,0.0,0.0,410806.0
1470075627,3,20160801,1,13,11.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,148090,11,22,0.0,0.0,0.0,0.0,0.0,20221.0
1470075801,3,60482403,3,153,129.0,3180.0,0.0,3.0,62340000.0,3.0,0.0,0.0,0.0,89340000.0,0,112,1850313,33,99,0.0,0.0,0.0,0.0,0.0,25570.0
1470076349,60,302412015,15,1725,915.0,13455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,773,4561157,165,554,0.0,0.0,0.0,0.0,0.0,237122.0
1470076997,1,20160801,1,21,10.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,20,60943,11,44,0.0,0.0,0.0,0.0,0.0,48610.0
1470077086,60,403216020,20,1660,1160.0,78380.0,0.0,20.0,4397600000.0,0.0,0.0,0.0,0.0,4497600000.0,0,971,48603401,239,557,0.0,0.0,0.0,0.0,0.0,2613358.0
1470077375,60,403216020,20,4580,2060.0,48680.0,0.0,20.0,2238200000.0,0.0,0.0,0.0,0.0,2378200000.0,0,2124,26830448,239,288,0.0,0.0,0.0,0.0,0.0,247230.0
1470077433,69,463698423,23,1472,1334.0,25875.0,0.0,23.0,5750000000.0,0.0,0.0,0.0,0.0,5934000000.0,0,809,16645039,271,350,0.0,0.0,0.0,0.0,0.0,448252.0
1470077762,117,60482403,3,42,27.0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,235311,33,170,0.0,0.0,0.0,0.0,0.0,890754.0
1470077834,52,80643204,4,60,60.0,2568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,1342086,46,129,0.0,0.0,0.0,0.0,0.0,675590.0
1470078181,24,120964806,6,318,222.0,5430.0,0.0,6.0,865140000.0,0.0,0.0,0.0,0.0,895140000.0,0,174,2207885,72,53,0.0,0.0,0.0,0.0,0.0,113775.0
1470078265,6,60482403,3,63,51.0,780.0,0.0,3.0,172740000.0,0.0,0.0,0.0,0.0,196740000.0,0,25,77252,36,13,0.0,0.0,0.0,0.0,0.0,17343.0
1470078483,2,40321602,2,118,84.0,1678.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,100,1154044,24,34,0.0,0.0,0.0,0.0,0.0,110622.0
1470078753,70,282251214,14,966,686.0,12726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,518,4743344,168,248,0.0,0.0,0.0,0.0,0.0,93631.0
1470078875,15,302412015,15,1245,900.0,10215.0,0.0,15.0,479850000.0,15.0,0.0,0.0,0.0,539850000.0,0,708,4186615,180,278,0.0,0.0,0.0,0.0,0.0,80709.0
1470079230,7,141125607,7,196,147.0,2639.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,84,894144,84,154,0.0,0.0,0.0,0.0,0.0,573272.0
1470079268,28,20160801,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,12,21,0.0,0.0,0.0,0.0,0.0,0.0
1470079432,2,40321602,2,34,34.0,344.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,22,216691,24,50,0.0,0.0,0.0,0.0,0.0,174900.0
1470079574,4,20160801,1,3,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,25595,12,26,0.0,0.0,0.0,0.0,0.0,5324.0
1470080806,4,40321602,2,28,22.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,213340,24,96,0.0,0.0,0.0,0.0,0.0,127877.0
1470080846,1,20160801,1,17,14.0,230.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,6,49357,12,48,0.0,0.0,0.0,0.0,0.0,24676.0
1470081925,2,20160801,1,22,17.0,392.0,0.0,1.0,17590000.0,0.0,0.0,0.0,0.0,21590000.0,0,17,221026,13,9,0.0,0.0,0.0,0.0,0.0,15164.0
1470082778,1,20160801,1,14,12.0,291.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8,91944,13,21,0.0,0.0,0.0,0.0,0.0,5790.0
1470083133,42,120964806,6,234,108.0,2328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117,1756905,78,180,0.0,0.0,0.0,0.0,0.0,55385.0
1470083670,6,20160801,1,15,12.0,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,1312794,13,56,0.0,0.0,0.0,0.0,0.0,8923.0
1470083682,10,100804005,5,265,125.0,5685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103,337073,65,177,0.0,0.0,0.0,0.0,0.0,22794.0
1470083760,40,20160801,1,21,14.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,138503,13,38,0.0,0.0,0.0,0.0,0.0,2888.0
1470084579,4,20160801,1,9,9.0,2024.0,0.0,1.0,7990000.0,0.0,0.0,0.0,0.0,12990000.0,0,2,15585,13,49,0.0,0.0,0.0,0.0,0.0,15105.0
